"ContributorID","name","chapter","ChapterRole","article","ArticleRole"
"https://data.globalchange.gov/person/1009","Walsh, John","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Convening Lead Author","https://data.globalchange.gov/article/10.1175/2010JCLI3462.1","Author"
"https://data.globalchange.gov/person/1009","Walsh, John","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Convening Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00066.1","Author"
"https://data.globalchange.gov/person/1009","Walsh, John","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Convening Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00162.1","Author"
"https://data.globalchange.gov/person/1009","Walsh, John","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Convening Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00066.1","Author"
"https://data.globalchange.gov/person/1009","Walsh, John","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Convening Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00162.1","Author"
"https://data.globalchange.gov/person/1009","Walsh, John","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Convening Lead Author","https://data.globalchange.gov/article/10.5194/tc-7-321-2013","Author"
"https://data.globalchange.gov/person/1010","Franco, Guido","https://data.globalchange.gov/report/nca3/chapter/energy-supply-and-use","Lead Author","https://data.globalchange.gov/article/10.1007/s10584-011-0318-z","Author"
"https://data.globalchange.gov/person/1010","Franco, Guido","https://data.globalchange.gov/report/nca3/chapter/energy-supply-and-use","Lead Author","https://data.globalchange.gov/report/ornl-climchenergy-2012","Contributing Author"
"https://data.globalchange.gov/person/1010","Franco, Guido","https://data.globalchange.gov/report/nca3/chapter/southwest","Convening Lead Author","https://data.globalchange.gov/article/10.1007/s10584-007-9352-2","Author"
"https://data.globalchange.gov/person/1011","Murley, James F.","https://data.globalchange.gov/report/nca3/chapter/coastal-zone","Lead Author","https://data.globalchange.gov/report/sfrpc-turkeypt-2012","Author"
"https://data.globalchange.gov/person/1013","Yates, David","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1029/2008WR006964","Author"
"https://data.globalchange.gov/person/1013","Yates, David","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1061/(ASCE)WR.1943-5452.0000194","Author"
"https://data.globalchange.gov/person/1014","White, Kathleen","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/report/usace-cwts-10-02","Contributing Author"
"https://data.globalchange.gov/person/1014","White, Kathleen","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/report/usgs-circular-1331","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1007/s10040-006-0067-7","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1007/s10584-011-0298-z","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1007/s10584-012-0600-8","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1029/2008WR006941","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1029/2011WR010774","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1111/j.1752-1688.2011.00546.x","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1126/science.1152538","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1175/2008JCLI2405.1","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1175/2009jcli2470.1","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1175/2009jhm1095.1","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1175/2010EI379.1","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1175/JCLI3321.1","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.1175/JCLI3850.1","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.2166/wcc.2011.034","Author"
"https://data.globalchange.gov/person/1016","Dettinger, Michael","https://data.globalchange.gov/report/nca3/chapter/water-resources","Lead Author","https://data.globalchange.gov/article/10.5194/hess-14-1125-2010","Author"
"https://data.globalchange.gov/person/1018","Cochran, Patricia","https://data.globalchange.gov/report/nca3/chapter/alaska","Lead Author","https://data.globalchange.gov/article/10.1007/s10584-013-0735-2","Author"
"https://data.globalchange.gov/person/1018","Cochran, Patricia","https://data.globalchange.gov/report/nca3/chapter/tribal-indigenous-native-lands-resources","Lead Author","https://data.globalchange.gov/article/10.1007/s10584-013-0735-2","Author"
"https://data.globalchange.gov/person/1020","Stephens, Graeme","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1038/ngeo1580","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1029/2006GL028836","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1038/nature07234","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1038/ngeo779","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-11-00262.1","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1029/2006GL028836","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1038/ngeo779","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/2010jcli3497.1","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-11-00262.1","Author"
"https://data.globalchange.gov/person/1021","Kossin, James","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/JCLI-D-13-00262.1","Author"
"https://data.globalchange.gov/person/1022","Kennedy, John","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Contributing Author","https://data.globalchange.gov/article/10.1029/2010JD015220","Author"
"https://data.globalchange.gov/person/1022","Kennedy, John","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Contributing Author","https://data.globalchange.gov/article/10.1029/2011JD017187","Author"
"https://data.globalchange.gov/person/1023","Willis, Josh","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1126/science.1220366","Author"
"https://data.globalchange.gov/person/1024","Hayhoe, Katharine","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1007/s00382-006-0187-8","Author"
"https://data.globalchange.gov/person/1024","Hayhoe, Katharine","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1007/s00382-013-1801-1","Author"
"https://data.globalchange.gov/person/1024","Hayhoe, Katharine","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1016/j.jglr.2010.03.012","Author"
"https://data.globalchange.gov/person/1024","Hayhoe, Katharine","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1029/2007GL030295","Author"
"https://data.globalchange.gov/person/1024","Hayhoe, Katharine","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/2009JCLI2577.1","Author"
"https://data.globalchange.gov/person/1024","Hayhoe, Katharine","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1890/ES11-00345.1","Author"
"https://data.globalchange.gov/person/1024","Hayhoe, Katharine","https://data.globalchange.gov/report/nca3/chapter/appendix-faqs","Lead Author","https://data.globalchange.gov/report/ucusa-howtoavoid-2007","Author"
"https://data.globalchange.gov/person/1024","Hayhoe, Katharine","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00172.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1016/j.jglr.2009.09.006","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1029/2003gl018624","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1029/2010GL045164","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-11-00262.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00066.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00162.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/JCLI3848.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/JHM-D-11-0108.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/report/noaa-techreport-nesdis-142-3","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/report/noaa-techreport-nesdis-142-9","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-faqs","Lead Author","https://data.globalchange.gov/article/10.1175/JCLI3848.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/appendix-faqs","Lead Author","https://data.globalchange.gov/report/noaa-techreport-nesdis-142-9","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1016/j.jglr.2008.11.003","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1029/2012EO470001","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/2008JTECHA1138.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/2009JCLI2631.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-11-00262.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00066.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00162.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00172.1","Author"
"https://data.globalchange.gov/person/1025","Kunkel, Kenneth","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/report/noaa-techreport-nesdis-142-9","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1007/s00382-012-1393-1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1073/pnas.0702872104","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1073/pnas.1210514109","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/2011JHM1351.1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-11-00262.1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00066.1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00162.1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1007/s00382-012-1393-1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1007/s10584-013-0705-8","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1029/2009GL037810","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1029/2011JD016263","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1073/pnas.0702872104","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1073/pnas.1210514109","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/2011JHM1351.1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-11-00262.1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00066.1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00162.1","Author"
"https://data.globalchange.gov/person/1026","Wehner, Michael","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00172.1","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1002/jgrd.50255","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1029/2011JD016761","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1029/2012GL051387","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1038/nature06207","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1073/pnas.1210514109","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Lead Author","https://data.globalchange.gov/article/10.1175/BAMS-D-12-00170.1","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1029/2009JD012442","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1029/2011JD016263","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1029/2011JD016761","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1029/2012GL051387","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1038/nature06207","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1073/pnas.1210514109","Author"
"https://data.globalchange.gov/person/1027","Thorne, Peter","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Lead Author","https://data.globalchange.gov/article/10.1175/2008JCLI2274.1","Author"
"https://data.globalchange.gov/person/1030","Knutson, Thomas","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Contributing Author","https://data.globalchange.gov/article/10.1038/ngeo779","Author"
"https://data.globalchange.gov/person/1030","Knutson, Thomas","https://data.globalchange.gov/report/nca3/chapter/appendix-climate-science-supplement","Contributing Author","https://data.globalchange.gov/article/10.1175/BAMS-D-11-00262.1","Author"
"https://data.globalchange.gov/person/1030","Knutson, Thomas","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Contributing Author","https://data.globalchange.gov/article/10.1038/ngeo779","Author"
"https://data.globalchange.gov/person/1030","Knutson, Thomas","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Contributing Author","https://data.globalchange.gov/article/10.1126/science.1180568","Author"
"https://data.globalchange.gov/person/1030","Knutson, Thomas","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Contributing Author","https://data.globalchange.gov/article/10.1175/BAMS-D-11-00262.1","Author"
"https://data.globalchange.gov/person/1030","Knutson, Thomas","https://data.globalchange.gov/report/nca3/chapter/our-changing-climate","Contributing Author","https://data.globalchange.gov/article/10.1175/jcli-d-12-00539.1","Author"
"https://data.globalchange.gov/person/1031","Lenton, Tim","https://data.globalchange.gov/report/nca3/chapter/appendix-faqs","Contributing Author","https://data.globalchange.gov/article/10.1073/pnas.0705414105","Author"
